Batch,Dept,Name,ID,Cluster,Room,Seat,Day,Time Slot,Room Capacity
19,EE,Emily Davis,168,2,Room 25,721,Day 1,Time Slot 1,30
22,EE,Lily Wright,192,2,Room 25,722,Day 1,Time Slot 1,30
22,EE,Christopher Baker,191,2,Room 25,723,Day 1,Time Slot 1,30
19,EE,Michael Brown,937,2,Room 25,724,Day 1,Time Slot 1,30
19,EE,Emily Davis,938,2,Room 25,725,Day 1,Time Slot 1,30
20,EE,Daniel Lee,175,2,Room 25,726,Day 1,Time Slot 1,30
21,EE,Mia King,184,2,Room 25,727,Day 1,Time Slot 1,30
21,EE,Andrew Hill,183,2,Room 25,728,Day 1,Time Slot 1,30
20,EE,Olivia Hall,176,2,Room 25,729,Day 1,Time Slot 1,30
20,EE,Olivia Hall,946,2,Room 25,730,Day 1,Time Slot 1,30
21,EE,Andrew Hill,215,2,Room 25,731,Day 1,Time Slot 1,30
22,EE,Christopher Baker,127,2,Room 25,732,Day 1,Time Slot 1,30
21,EE,Mia King,216,2,Room 25,733,Day 1,Time Slot 1,30
21,EE,Andrew Hill,151,2,Room 25,734,Day 1,Time Slot 1,30
22,EE,Lily Wright,128,2,Room 25,735,Day 1,Time Slot 1,30
22,EE,Christopher Baker,250,2,Room 25,736,Day 1,Time Slot 1,30
22,EE,Christopher Baker,897,2,Room 25,737,Day 1,Time Slot 1,30
22,EE,Lily Wright,898,2,Room 25,738,Day 1,Time Slot 1,30
19,EE,Michael Brown,135,2,Room 25,739,Day 1,Time Slot 1,30
21,EE,Mia King,243,2,Room 25,740,Day 1,Time Slot 1,30
19,EE,Emily Davis,136,2,Room 25,741,Day 1,Time Slot 1,30
20,EE,Olivia Hall,973,2,Room 25,742,Day 1,Time Slot 1,30
20,EE,Daniel Lee,945,2,Room 25,743,Day 1,Time Slot 1,30
20,EE,Olivia Hall,235,2,Room 25,744,Day 1,Time Slot 1,30
20,EE,Daniel Lee,972,2,Room 25,745,Day 1,Time Slot 1,30
19,EE,Michael Brown,905,2,Room 25,746,Day 1,Time Slot 1,30
19,EE,Emily Davis,906,2,Room 25,747,Day 1,Time Slot 1,30
20,EE,Daniel Lee,234,2,Room 25,748,Day 1,Time Slot 1,30
20,EE,Daniel Lee,143,2,Room 25,749,Day 1,Time Slot 1,30
19,EE,Emily Davis,227,2,Room 25,750,Day 1,Time Slot 1,30
20,EE,Olivia Hall,144,2,Room 26,751,Day 1,Time Slot 1,25
19,EE,Michael Brown,226,2,Room 26,752,Day 1,Time Slot 1,25
20,EE,Daniel Lee,913,2,Room 26,753,Day 1,Time Slot 1,25
20,EE,Olivia Hall,914,2,Room 26,754,Day 1,Time Slot 1,25
19,EE,Emily Davis,965,2,Room 26,755,Day 1,Time Slot 1,25
22,EE,Christopher Baker,223,2,Room 26,756,Day 1,Time Slot 1,25
19,EE,Michael Brown,964,2,Room 26,757,Day 1,Time Slot 1,25
21,EE,Mia King,152,2,Room 26,758,Day 1,Time Slot 1,25
22,EE,Christopher Baker,929,2,Room 26,759,Day 1,Time Slot 1,25
20,EE,Daniel Lee,635,2,Room 26,760,Day 1,Time Slot 1,25
21,EE,Mia King,858,2,Room 26,761,Day 1,Time Slot 1,25
19,EE,Emily Davis,692,2,Room 26,762,Day 1,Time Slot 1,25
20,EE,Olivia Hall,545,2,Room 26,763,Day 1,Time Slot 1,25
20,EE,Daniel Lee,544,2,Room 26,764,Day 1,Time Slot 1,25
19,EE,Emily Davis,537,2,Room 26,765,Day 1,Time Slot 1,25
20,EE,Daniel Lee,699,2,Room 26,766,Day 1,Time Slot 1,25
20,EE,Olivia Hall,700,2,Room 26,767,Day 1,Time Slot 1,25
19,EE,Michael Brown,536,2,Room 26,768,Day 1,Time Slot 1,25
22,EE,Lily Wright,529,2,Room 26,769,Day 1,Time Slot 1,25
22,EE,Christopher Baker,528,2,Room 26,770,Day 1,Time Slot 1,25
21,EE,Andrew Hill,707,2,Room 26,771,Day 1,Time Slot 1,25
21,EE,Mia King,708,2,Room 26,772,Day 1,Time Slot 1,25
21,EE,Mia King,521,2,Room 26,773,Day 1,Time Slot 1,25
21,EE,Andrew Hill,520,2,Room 26,774,Day 1,Time Slot 1,25
20,EE,Olivia Hall,513,2,Room 26,775,Day 1,Time Slot 1,25
22,EE,Christopher Baker,715,2,Room 27,776,Day 1,Time Slot 1,35
20,EE,Daniel Lee,512,2,Room 27,777,Day 1,Time Slot 1,35
19,EE,Michael Brown,718,2,Room 27,778,Day 1,Time Slot 1,35
19,EE,Emily Davis,473,2,Room 27,779,Day 1,Time Slot 1,35
20,EE,Daniel Lee,480,2,Room 27,780,Day 1,Time Slot 1,35
20,EE,Olivia Hall,481,2,Room 27,781,Day 1,Time Slot 1,35
21,EE,Mia King,735,2,Room 27,782,Day 1,Time Slot 1,35
21,EE,Andrew Hill,734,2,Room 27,783,Day 1,Time Slot 1,35
21,EE,Andrew Hill,488,2,Room 27,784,Day 1,Time Slot 1,35
19,EE,Michael Brown,691,2,Room 27,785,Day 1,Time Slot 1,35
21,EE,Mia King,489,2,Room 27,786,Day 1,Time Slot 1,35
20,EE,Olivia Hall,727,2,Room 27,787,Day 1,Time Slot 1,35
20,EE,Daniel Lee,726,2,Room 27,788,Day 1,Time Slot 1,35
22,EE,Lily Wright,497,2,Room 27,789,Day 1,Time Slot 1,35
19,EE,Michael Brown,504,2,Room 27,790,Day 1,Time Slot 1,35
19,EE,Emily Davis,505,2,Room 27,791,Day 1,Time Slot 1,35
19,EE,Emily Davis,719,2,Room 27,792,Day 1,Time Slot 1,35
22,EE,Christopher Baker,496,2,Room 27,793,Day 1,Time Slot 1,35
22,EE,Christopher Baker,742,2,Room 27,794,Day 1,Time Slot 1,35
21,EE,Andrew Hill,552,2,Room 27,795,Day 1,Time Slot 1,35
22,EE,Christopher Baker,560,2,Room 27,796,Day 1,Time Slot 1,35
20,EE,Olivia Hall,636,2,Room 27,797,Day 1,Time Slot 1,35
19,EE,Emily Davis,628,2,Room 27,798,Day 1,Time Slot 1,35
19,EE,Michael Brown,627,2,Room 27,799,Day 1,Time Slot 1,35
22,EE,Lily Wright,620,2,Room 27,800,Day 1,Time Slot 1,35
21,EE,Andrew Hill,643,2,Room 27,801,Day 1,Time Slot 1,35
21,EE,Mia King,644,2,Room 27,802,Day 1,Time Slot 1,35
22,EE,Christopher Baker,619,2,Room 27,803,Day 1,Time Slot 1,35
21,EE,Mia King,612,2,Room 27,804,Day 1,Time Slot 1,35
21,EE,Andrew Hill,611,2,Room 27,805,Day 1,Time Slot 1,35
22,EE,Christopher Baker,651,2,Room 27,806,Day 1,Time Slot 1,35
22,EE,Lily Wright,652,2,Room 27,807,Day 1,Time Slot 1,35
20,EE,Olivia Hall,604,2,Room 27,808,Day 1,Time Slot 1,35
20,EE,Daniel Lee,603,2,Room 27,809,Day 1,Time Slot 1,35
19,EE,Emily Davis,596,2,Room 27,810,Day 1,Time Slot 1,35
19,EE,Michael Brown,659,2,Room 28,811,Day 1,Time Slot 1,30
19,EE,Emily Davis,660,2,Room 28,812,Day 1,Time Slot 1,30
19,EE,Michael Brown,595,2,Room 28,813,Day 1,Time Slot 1,30
22,EE,Lily Wright,561,2,Room 28,814,Day 1,Time Slot 1,30
22,EE,Lily Wright,684,2,Room 28,815,Day 1,Time Slot 1,30
22,EE,Christopher Baker,683,2,Room 28,816,Day 1,Time Slot 1,30
19,EE,Michael Brown,568,2,Room 28,817,Day 1,Time Slot 1,30
19,EE,Emily Davis,569,2,Room 28,818,Day 1,Time Slot 1,30
21,EE,Mia King,676,2,Room 28,819,Day 1,Time Slot 1,30
21,EE,Mia King,553,2,Room 28,820,Day 1,Time Slot 1,30
21,EE,Andrew Hill,675,2,Room 28,821,Day 1,Time Slot 1,30
20,EE,Olivia Hall,577,2,Room 28,822,Day 1,Time Slot 1,30
21,EE,Andrew Hill,584,2,Room 28,823,Day 1,Time Slot 1,30
21,EE,Mia King,585,2,Room 28,824,Day 1,Time Slot 1,30
20,EE,Olivia Hall,668,2,Room 28,825,Day 1,Time Slot 1,30
20,EE,Daniel Lee,667,2,Room 28,826,Day 1,Time Slot 1,30
22,EE,Christopher Baker,592,2,Room 28,827,Day 1,Time Slot 1,30
20,EE,Daniel Lee,576,2,Room 28,828,Day 1,Time Slot 1,30
22,EE,Lily Wright,743,2,Room 28,829,Day 1,Time Slot 1,30
19,EE,Michael Brown,472,2,Room 28,830,Day 1,Time Slot 1,30
22,EE,Christopher Baker,469,2,Room 28,831,Day 1,Time Slot 1,30
22,EE,Christopher Baker,806,2,Room 28,832,Day 1,Time Slot 1,30
22,EE,Lily Wright,807,2,Room 28,833,Day 1,Time Slot 1,30
22,EE,Lily Wright,374,2,Room 28,834,Day 1,Time Slot 1,30
22,EE,Christopher Baker,373,2,Room 28,835,Day 1,Time Slot 1,30
19,EE,Michael Brown,814,2,Room 28,836,Day 1,Time Slot 1,30
19,EE,Emily Davis,815,2,Room 28,837,Day 1,Time Slot 1,30
21,EE,Mia King,366,2,Room 28,838,Day 1,Time Slot 1,30
20,EE,Olivia Hall,358,2,Room 28,839,Day 1,Time Slot 1,30
20,EE,Daniel Lee,357,2,Room 28,840,Day 1,Time Slot 1,30
20,EE,Daniel Lee,822,2,Room 29,841,Day 1,Time Slot 1,25
20,EE,Olivia Hall,823,2,Room 29,842,Day 1,Time Slot 1,25
19,EE,Emily Davis,350,2,Room 29,843,Day 1,Time Slot 1,25
19,EE,Michael Brown,349,2,Room 29,844,Day 1,Time Slot 1,25
21,EE,Andrew Hill,830,2,Room 29,845,Day 1,Time Slot 1,25
21,EE,Mia King,831,2,Room 29,846,Day 1,Time Slot 1,25
22,EE,Christopher Baker,346,2,Room 29,847,Day 1,Time Slot 1,25
21,EE,Mia King,339,2,Room 29,848,Day 1,Time Slot 1,25
21,EE,Andrew Hill,857,2,Room 29,849,Day 1,Time Slot 1,25
21,EE,Mia King,307,2,Room 29,850,Day 1,Time Slot 1,25
22,EE,Christopher Baker,314,2,Room 29,851,Day 1,Time Slot 1,25
22,EE,Lily Wright,315,2,Room 29,852,Day 1,Time Slot 1,25
20,EE,Olivia Hall,850,2,Room 29,853,Day 1,Time Slot 1,25
20,EE,Daniel Lee,849,2,Room 29,854,Day 1,Time Slot 1,25
19,EE,Michael Brown,381,2,Room 29,855,Day 1,Time Slot 1,25
19,EE,Michael Brown,322,2,Room 29,856,Day 1,Time Slot 1,25
20,EE,Daniel Lee,330,2,Room 29,857,Day 1,Time Slot 1,25
19,EE,Emily Davis,842,2,Room 29,858,Day 1,Time Slot 1,25
19,EE,Michael Brown,841,2,Room 29,859,Day 1,Time Slot 1,25
20,EE,Olivia Hall,331,2,Room 29,860,Day 1,Time Slot 1,25
22,EE,Christopher Baker,838,2,Room 29,861,Day 1,Time Slot 1,25
21,EE,Andrew Hill,338,2,Room 29,862,Day 1,Time Slot 1,25
19,EE,Emily Davis,323,2,Room 29,863,Day 1,Time Slot 1,25
19,EE,Emily Davis,382,2,Room 29,864,Day 1,Time Slot 1,25
20,EE,Daniel Lee,389,2,Room 29,865,Day 1,Time Slot 1,25
20,EE,Olivia Hall,390,2,Room 30,866,Day 1,Time Slot 1,35
22,EE,Christopher Baker,437,2,Room 30,867,Day 1,Time Slot 1,35
22,EE,Lily Wright,438,2,Room 30,868,Day 1,Time Slot 1,35
21,EE,Mia King,767,2,Room 30,869,Day 1,Time Slot 1,35
21,EE,Andrew Hill,766,2,Room 30,870,Day 1,Time Slot 1,35
19,EE,Michael Brown,445,2,Room 30,871,Day 1,Time Slot 1,35
19,EE,Emily Davis,446,2,Room 30,872,Day 1,Time Slot 1,35
21,EE,Mia King,430,2,Room 30,873,Day 1,Time Slot 1,35
20,EE,Olivia Hall,759,2,Room 30,874,Day 1,Time Slot 1,35
20,EE,Daniel Lee,453,2,Room 30,875,Day 1,Time Slot 1,35
20,EE,Olivia Hall,454,2,Room 30,876,Day 1,Time Slot 1,35
21,EE,Andrew Hill,461,2,Room 30,877,Day 1,Time Slot 1,35
21,EE,Mia King,462,2,Room 30,878,Day 1,Time Slot 1,35
19,EE,Emily Davis,751,2,Room 30,879,Day 1,Time Slot 1,35
19,EE,Michael Brown,750,2,Room 30,880,Day 1,Time Slot 1,35
20,EE,Daniel Lee,758,2,Room 30,881,Day 1,Time Slot 1,35
21,EE,Andrew Hill,306,2,Room 30,882,Day 1,Time Slot 1,35
21,EE,Andrew Hill,429,2,Room 30,883,Day 1,Time Slot 1,35
22,EE,Lily Wright,775,2,Room 30,884,Day 1,Time Slot 1,35
21,EE,Mia King,799,2,Room 30,885,Day 1,Time Slot 1,35
21,EE,Andrew Hill,798,2,Room 30,886,Day 1,Time Slot 1,35
21,EE,Andrew Hill,397,2,Room 30,887,Day 1,Time Slot 1,35
21,EE,Mia King,398,2,Room 30,888,Day 1,Time Slot 1,35
20,EE,Olivia Hall,791,2,Room 30,889,Day 1,Time Slot 1,35
20,EE,Daniel Lee,790,2,Room 30,890,Day 1,Time Slot 1,35
22,EE,Christopher Baker,774,2,Room 30,891,Day 1,Time Slot 1,35
22,EE,Christopher Baker,405,2,Room 30,892,Day 1,Time Slot 1,35
19,EE,Michael Brown,413,2,Room 30,893,Day 1,Time Slot 1,35
19,EE,Emily Davis,414,2,Room 30,894,Day 1,Time Slot 1,35
19,EE,Emily Davis,783,2,Room 30,895,Day 1,Time Slot 1,35
19,EE,Michael Brown,782,2,Room 30,896,Day 1,Time Slot 1,35
20,EE,Daniel Lee,421,2,Room 30,897,Day 1,Time Slot 1,35
20,EE,Olivia Hall,422,2,Room 30,898,Day 1,Time Slot 1,35
22,EE,Lily Wright,406,2,Room 30,899,Day 1,Time Slot 1,35
21,EE,Andrew Hill,365,2,Room 30,900,Day 1,Time Slot 1,35
20,AI,Sophia Lopez,1900,3,Room 1,1,Day 1,Time Slot 2,30
20,AI,William Rodriguez,1193,3,Room 1,2,Day 1,Time Slot 2,30
20,AI,Sophia Lopez,1194,3,Room 1,3,Day 1,Time Slot 2,30
21,AI,Charlotte Evans,1598,3,Room 1,4,Day 1,Time Slot 2,30
21,AI,Alexander Scott,1597,3,Room 1,5,Day 1,Time Slot 2,30
20,AI,Sophia Lopez,1590,3,Room 1,6,Day 1,Time Slot 2,30
21,AI,Alexander Scott,1201,3,Room 1,7,Day 1,Time Slot 2,30
21,AI,Charlotte Evans,1202,3,Room 1,8,Day 1,Time Slot 2,30
20,AI,William Rodriguez,1589,3,Room 1,9,Day 1,Time Slot 2,30
19,AI,Sarah Clark,1582,3,Room 1,10,Day 1,Time Slot 2,30
19,AI,James Wilson,1581,3,Room 1,11,Day 1,Time Slot 2,30
21,AI,Charlotte Evans,1571,3,Room 1,12,Day 1,Time Slot 2,30
21,AI,Alexander Scott,1570,3,Room 1,13,Day 1,Time Slot 2,30
19,AI,James Wilson,1212,3,Room 1,14,Day 1,Time Slot 2,30
19,AI,Sarah Clark,1213,3,Room 1,15,Day 1,Time Slot 2,30
22,AI,Matthew Nelson,1605,3,Room 1,16,Day 1,Time Slot 2,30
20,AI,Sophia Lopez,1563,3,Room 1,17,Day 1,Time Slot 2,30
20,AI,William Rodriguez,1220,3,Room 1,18,Day 1,Time Slot 2,30
20,AI,Sophia Lopez,1221,3,Room 1,19,Day 1,Time Slot 2,30
19,AI,Sarah Clark,1555,3,Room 1,20,Day 1,Time Slot 2,30
19,AI,James Wilson,1554,3,Room 1,21,Day 1,Time Slot 2,30
22,AI,Grace Robinson,1547,3,Room 1,22,Day 1,Time Slot 2,30
22,AI,Matthew Nelson,1546,3,Room 1,23,Day 1,Time Slot 2,30
21,AI,Alexander Scott,1228,3,Room 1,24,Day 1,Time Slot 2,30
21,AI,Charlotte Evans,1229,3,Room 1,25,Day 1,Time Slot 2,30
21,AI,Charlotte Evans,1539,3,Room 1,26,Day 1,Time Slot 2,30
21,AI,Alexander Scott,1538,3,Room 1,27,Day 1,Time Slot 2,30
22,AI,Matthew Nelson,1236,3,Room 1,28,Day 1,Time Slot 2,30
22,AI,Grace Robinson,1237,3,Room 1,29,Day 1,Time Slot 2,30
20,AI,Sophia Lopez,1531,3,Room 1,30,Day 1,Time Slot 2,30
20,AI,William Rodriguez,1530,3,Room 2,31,Day 1,Time Slot 2,25
20,AI,William Rodriguez,1562,3,Room 2,32,Day 1,Time Slot 2,25
19,AI,Sarah Clark,1523,3,Room 2,33,Day 1,Time Slot 2,25
22,AI,Grace Robinson,1606,3,Room 2,34,Day 1,Time Slot 2,25
19,AI,Sarah Clark,1186,3,Room 2,35,Day 1,Time Slot 2,25
20,AI,William Rodriguez,1685,3,Room 2,36,Day 1,Time Slot 2,25
19,AI,Sarah Clark,1678,3,Room 2,37,Day 1,Time Slot 2,25
19,AI,James Wilson,1677,3,Room 2,38,Day 1,Time Slot 2,25
22,AI,Matthew Nelson,1145,3,Room 2,39,Day 1,Time Slot 2,25
22,AI,Grace Robinson,1146,3,Room 2,40,Day 1,Time Slot 2,25
22,AI,Grace Robinson,1670,3,Room 2,41,Day 1,Time Slot 2,25
22,AI,Matthew Nelson,1669,3,Room 2,42,Day 1,Time Slot 2,25
21,AI,Charlotte Evans,1662,3,Room 2,43,Day 1,Time Slot 2,25
19,AI,James Wilson,1153,3,Room 2,44,Day 1,Time Slot 2,25
19,AI,Sarah Clark,1154,3,Room 2,45,Day 1,Time Slot 2,25
21,AI,Alexander Scott,1661,3,Room 2,46,Day 1,Time Slot 2,25
20,AI,Sophia Lopez,1654,3,Room 2,47,Day 1,Time Slot 2,25
20,AI,William Rodriguez,1653,3,Room 2,48,Day 1,Time Slot 2,25
20,AI,William Rodriguez,1161,3,Room 2,49,Day 1,Time Slot 2,25
19,AI,James Wilson,1613,3,Room 2,50,Day 1,Time Slot 2,25
20,AI,Sophia Lopez,1162,3,Room 2,51,Day 1,Time Slot 2,25
19,AI,James Wilson,1645,3,Room 2,52,Day 1,Time Slot 2,25
22,AI,Grace Robinson,1638,3,Room 2,53,Day 1,Time Slot 2,25
21,AI,Alexander Scott,1169,3,Room 2,54,Day 1,Time Slot 2,25
21,AI,Charlotte Evans,1170,3,Room 2,55,Day 1,Time Slot 2,25
22,AI,Matthew Nelson,1637,3,Room 3,56,Day 1,Time Slot 2,35
21,AI,Charlotte Evans,1630,3,Room 3,57,Day 1,Time Slot 2,35
21,AI,Alexander Scott,1629,3,Room 3,58,Day 1,Time Slot 2,35
21,AI,Alexander Scott,1351,3,Room 3,59,Day 1,Time Slot 2,35
22,AI,Matthew Nelson,1177,3,Room 3,60,Day 1,Time Slot 2,35
22,AI,Grace Robinson,1178,3,Room 3,61,Day 1,Time Slot 2,35
20,AI,Sophia Lopez,1622,3,Room 3,62,Day 1,Time Slot 2,35
20,AI,William Rodriguez,1621,3,Room 3,63,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1614,3,Room 3,64,Day 1,Time Slot 2,35
19,AI,James Wilson,1185,3,Room 3,65,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1646,3,Room 3,66,Day 1,Time Slot 2,35
19,AI,James Wilson,1522,3,Room 3,67,Day 1,Time Slot 2,35
19,AI,James Wilson,1244,3,Room 3,68,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1245,3,Room 3,69,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1432,3,Room 3,70,Day 1,Time Slot 2,35
19,AI,James Wilson,1431,3,Room 3,71,Day 1,Time Slot 2,35
22,AI,Grace Robinson,1424,3,Room 3,72,Day 1,Time Slot 2,35
22,AI,Matthew Nelson,1423,3,Room 3,73,Day 1,Time Slot 2,35
19,AI,James Wilson,1308,3,Room 3,74,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1309,3,Room 3,75,Day 1,Time Slot 2,35
21,AI,Charlotte Evans,1416,3,Room 3,76,Day 1,Time Slot 2,35
21,AI,Alexander Scott,1415,3,Room 3,77,Day 1,Time Slot 2,35
20,AI,William Rodriguez,1316,3,Room 3,78,Day 1,Time Slot 2,35
20,AI,Sophia Lopez,1317,3,Room 3,79,Day 1,Time Slot 2,35
20,AI,Sophia Lopez,1408,3,Room 3,80,Day 1,Time Slot 2,35
20,AI,William Rodriguez,1407,3,Room 3,81,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1400,3,Room 3,82,Day 1,Time Slot 2,35
19,AI,James Wilson,1399,3,Room 3,83,Day 1,Time Slot 2,35
22,AI,Grace Robinson,1301,3,Room 3,84,Day 1,Time Slot 2,35
21,AI,Alexander Scott,1324,3,Room 3,85,Day 1,Time Slot 2,35
22,AI,Grace Robinson,1392,3,Room 3,86,Day 1,Time Slot 2,35
22,AI,Matthew Nelson,1391,3,Room 3,87,Day 1,Time Slot 2,35
21,AI,Charlotte Evans,1384,3,Room 3,88,Day 1,Time Slot 2,35
21,AI,Alexander Scott,1383,3,Room 3,89,Day 1,Time Slot 2,35
19,AI,James Wilson,1335,3,Room 3,90,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1336,3,Room 4,91,Day 1,Time Slot 2,30
20,AI,Sophia Lopez,1376,3,Room 4,92,Day 1,Time Slot 2,30
20,AI,William Rodriguez,1375,3,Room 4,93,Day 1,Time Slot 2,30
19,AI,Sarah Clark,1368,3,Room 4,94,Day 1,Time Slot 2,30
20,AI,William Rodriguez,1343,3,Room 4,95,Day 1,Time Slot 2,30
20,AI,Sophia Lopez,1344,3,Room 4,96,Day 1,Time Slot 2,30
19,AI,James Wilson,1367,3,Room 4,97,Day 1,Time Slot 2,30
22,AI,Grace Robinson,1360,3,Room 4,98,Day 1,Time Slot 2,30
22,AI,Matthew Nelson,1359,3,Room 4,99,Day 1,Time Slot 2,30
21,AI,Charlotte Evans,1325,3,Room 4,100,Day 1,Time Slot 2,30
22,AI,Matthew Nelson,1300,3,Room 4,101,Day 1,Time Slot 2,30
20,AI,William Rodriguez,1439,3,Room 4,102,Day 1,Time Slot 2,30
20,AI,Sophia Lopez,1440,3,Room 4,103,Day 1,Time Slot 2,30
22,AI,Grace Robinson,1515,3,Room 4,104,Day 1,Time Slot 2,30
22,AI,Matthew Nelson,1514,3,Room 4,105,Day 1,Time Slot 2,30
20,AI,William Rodriguez,1252,3,Room 4,106,Day 1,Time Slot 2,30
20,AI,Sophia Lopez,1253,3,Room 4,107,Day 1,Time Slot 2,30
21,AI,Charlotte Evans,1507,3,Room 4,108,Day 1,Time Slot 2,30
21,AI,Alexander Scott,1506,3,Room 4,109,Day 1,Time Slot 2,30
20,AI,Sophia Lopez,1499,3,Room 4,110,Day 1,Time Slot 2,30
20,AI,William Rodriguez,1498,3,Room 4,111,Day 1,Time Slot 2,30
21,AI,Alexander Scott,1260,3,Room 4,112,Day 1,Time Slot 2,30
21,AI,Charlotte Evans,1261,3,Room 4,113,Day 1,Time Slot 2,30
19,AI,Sarah Clark,1491,3,Room 4,114,Day 1,Time Slot 2,30
19,AI,James Wilson,1490,3,Room 4,115,Day 1,Time Slot 2,30
22,AI,Matthew Nelson,1268,3,Room 4,116,Day 1,Time Slot 2,30
22,AI,Grace Robinson,1269,3,Room 4,117,Day 1,Time Slot 2,30
22,AI,Grace Robinson,1483,3,Room 4,118,Day 1,Time Slot 2,30
22,AI,Matthew Nelson,1482,3,Room 4,119,Day 1,Time Slot 2,30
21,AI,Charlotte Evans,1475,3,Room 4,120,Day 1,Time Slot 2,30
21,AI,Charlotte Evans,1293,3,Room 5,121,Day 1,Time Slot 2,25
21,AI,Alexander Scott,1292,3,Room 5,122,Day 1,Time Slot 2,25
21,AI,Alexander Scott,1447,3,Room 5,123,Day 1,Time Slot 2,25
21,AI,Charlotte Evans,1448,3,Room 5,124,Day 1,Time Slot 2,25
20,AI,William Rodriguez,1899,3,Room 5,125,Day 1,Time Slot 2,25
19,AI,James Wilson,1458,3,Room 5,126,Day 1,Time Slot 2,25
21,AI,Charlotte Evans,1138,3,Room 5,127,Day 1,Time Slot 2,25
19,AI,Sarah Clark,1459,3,Room 5,128,Day 1,Time Slot 2,25
20,AI,William Rodriguez,1284,3,Room 5,129,Day 1,Time Slot 2,25
20,AI,William Rodriguez,1466,3,Room 5,130,Day 1,Time Slot 2,25
20,AI,Sophia Lopez,1467,3,Room 5,131,Day 1,Time Slot 2,25
19,AI,Sarah Clark,1277,3,Room 5,132,Day 1,Time Slot 2,25
19,AI,James Wilson,1276,3,Room 5,133,Day 1,Time Slot 2,25
21,AI,Alexander Scott,1474,3,Room 5,134,Day 1,Time Slot 2,25
20,AI,Sophia Lopez,1285,3,Room 5,135,Day 1,Time Slot 2,25
21,AI,Alexander Scott,1137,3,Room 5,136,Day 1,Time Slot 2,25
21,AI,Charlotte Evans,1352,3,Room 5,137,Day 1,Time Slot 2,25
21,AI,Charlotte Evans,1817,3,Room 5,138,Day 1,Time Slot 2,25
21,AI,Alexander Scott,1816,3,Room 5,139,Day 1,Time Slot 2,25
22,AI,Grace Robinson,1793,3,Room 5,140,Day 1,Time Slot 2,25
21,AI,Charlotte Evans,1753,3,Room 5,141,Day 1,Time Slot 2,25
21,AI,Alexander Scott,1752,3,Room 5,142,Day 1,Time Slot 2,25
20,AI,Sophia Lopez,1686,3,Room 5,143,Day 1,Time Slot 2,25
20,AI,Sophia Lopez,1836,3,Room 5,144,Day 1,Time Slot 2,25
20,AI,William Rodriguez,1835,3,Room 5,145,Day 1,Time Slot 2,25
20,AI,William Rodriguez,1097,3,Room 6,146,Day 1,Time Slot 2,35
22,AI,Matthew Nelson,1792,3,Room 6,147,Day 1,Time Slot 2,35
20,AI,Sophia Lopez,1098,3,Room 6,148,Day 1,Time Slot 2,35
22,AI,Matthew Nelson,1022,3,Room 6,149,Day 1,Time Slot 2,35
20,AI,Sophia Lopez,1745,3,Room 6,150,Day 1,Time Slot 2,35
20,AI,William Rodriguez,1867,3,Room 6,151,Day 1,Time Slot 2,35
20,AI,William Rodriguez,1744,3,Room 6,152,Day 1,Time Slot 2,35
20,AI,Sophia Lopez,1868,3,Room 6,153,Day 1,Time Slot 2,35
19,AI,James Wilson,1800,3,Room 6,154,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1737,3,Room 6,155,Day 1,Time Slot 2,35
21,AI,Alexander Scott,1784,3,Room 6,156,Day 1,Time Slot 2,35
22,AI,Grace Robinson,1023,3,Room 6,157,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1860,3,Room 6,158,Day 1,Time Slot 2,35
22,AI,Matthew Nelson,1760,3,Room 6,159,Day 1,Time Slot 2,35
19,AI,James Wilson,1859,3,Room 6,160,Day 1,Time Slot 2,35
21,AI,Alexander Scott,1843,3,Room 6,161,Day 1,Time Slot 2,35
20,AI,William Rodriguez,1038,3,Room 6,162,Day 1,Time Slot 2,35
21,AI,Alexander Scott,1078,3,Room 6,163,Day 1,Time Slot 2,35
21,AI,Charlotte Evans,1079,3,Room 6,164,Day 1,Time Slot 2,35
20,AI,Sophia Lopez,1777,3,Room 6,165,Day 1,Time Slot 2,35
21,AI,Charlotte Evans,1785,3,Room 6,166,Day 1,Time Slot 2,35
20,AI,Sophia Lopez,1039,3,Room 6,167,Day 1,Time Slot 2,35
20,AI,William Rodriguez,1776,3,Room 6,168,Day 1,Time Slot 2,35
22,AI,Matthew Nelson,1851,3,Room 6,169,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1769,3,Room 6,170,Day 1,Time Slot 2,35
22,AI,Grace Robinson,1852,3,Room 6,171,Day 1,Time Slot 2,35
19,AI,Sarah Clark,1031,3,Room 6,172,Day 1,Time Slot 2,35
19,AI,James Wilson,1768,3,Room 6,173,Day 1,Time Slot 2,35
19,AI,James Wilson,1030,3,Room 6,174,Day 1,Time Slot 2,35
20,AI,Sophia Lopez,1071,3,Room 6,175,Day 1,Time Slot 2,35
22,AI,Grace Robinson,1761,3,Room 6,176,Day 1,Time Slot 2,35
